order_id,customer_id,order_time,shipping_time,status
9fcd2fd3-7c01-43bf-93b0-fc83c9cf8647,d59f26d5-977b-45ad-9544-50de150c32f4,2024-03-02 14:50:41.339962,2024-03-04 12:23:44.593190,CANCELLED
a11976d4-4384-4860-8df7-a15645037367,4ed32d1d-a14f-4f34-b365-b00679852243,2024-01-04 12:42:14.747807,,RECEIVED
87bee4d0-d607-4e05-8884-94b5cec8a930,152431d3-eb4c-40ab-855e-18a8531b2f4f,2024-01-16 07:41:24.659691,,RECEIVED
6da482ae-3fde-473e-ba99-05f4d5cd5531,c94617d1-6964-48f7-86bc-1a80abd2c31f,2024-02-12 11:43:55.031636,,CANCELLED
bacba55c-9f54-408c-a732-5f9b6ea1da32,9656f078-548d-467a-b2f0-74af7cb09a5f,2024-02-05 04:14:20.281715,2024-02-14 02:26:50.106027,COMPLETED
01c77204-8474-4cd6-9c46-ac01c017cf5c,509d082b-0c36-4692-af14-4b8532918347,2024-02-01 04:26:28.453977,,PREPARED
2df5168e-611d-42f1-a636-957677696564,bfa17748-c157-442d-954f-4c4a03615831,2024-01-30 05:57:02.934114,2024-02-01 01:50:32.034171,CANCELLED
36f35deb-9a5a-4bf5-806c-56a297677baa,24161bf1-ee3c-4159-b728-e060d64c34db,2024-01-30 19:19:05.888976,2024-02-03 20:37:06.306285,COMPLETED
6cdb0321-649b-4d04-ad78-7fb2ef3a6ee8,c022216e-f1d0-4c2c-ae7e-1f8ee37a1e7e,2024-01-01 21:35:54.862981,2024-01-02 06:07:44.932649,SHIPPED
4e28c2ab-4f53-4012-a158-df4f07153c1a,152431d3-eb4c-40ab-855e-18a8531b2f4f,2024-02-07 08:45:40.157889,,RECEIVED
2daada67-54cc-478a-b542-fab995339c53,a9d13ad6-1c24-45ed-86ec-cbaa8bc20916,2024-02-20 20:13:28.542094,2024-03-01 18:46:20.903053,COMPLETED
d32b93ed-c8d9-4cdc-9d8b-d527051010b2,17639d95-fea0-4606-92e9-558586dcfd8d,2024-01-12 18:33:51.585591,,CANCELLED
7eafc52a-700d-46f6-9995-a73987db415e,2e036dcb-3cf0-4935-bded-bb7fc033a081,2024-01-22 01:35:02.985420,2024-02-17 17:50:52.465454,COMPLETED
8df69cb2-5de5-4de3-ac95-ff8b9c845c0a,9e30da4d-6fc0-4b00-9f42-8448acc9b34e,2024-02-27 20:29:18.347871,,RECEIVED
dbb6de27-d1b3-47f4-af34-fc8fa84e8725,a9d13ad6-1c24-45ed-86ec-cbaa8bc20916,2024-02-13 16:31:36.533828,,PREPARED
751aa680-b944-4cc5-a152-f270d4e5d49c,44b0df09-c1f2-4d47-abc4-725728e14850,2024-01-02 17:48:14.777743,,RECEIVED
45b0cd7e-5322-43e1-8787-abe20428438f,1236f25e-e65f-4958-973a-2db5ed30d337,2024-03-04 11:03:18.477617,2024-03-04 14:22:09.516754,SHIPPED
7a9e02ef-c0bd-40e6-b805-86cd0d257281,e90042c5-b72f-48f4-a473-93ffda870733,2024-01-09 18:26:49.942518,,RECEIVED
372db57f-b3fb-4afd-8b05-d9cffdf2cf9f,fc3020ce-37b1-4f82-88a2-1d537d2c7042,2024-01-05 18:01:15.282122,,CANCELLED
f18e9678-bce9-435e-8eea-b7994e58a3b0,92141489-3c8c-40d1-9d41-e63b398f4018,2024-02-19 21:20:49.226016,,CANCELLED
6ddf3eda-bcc7-485a-ad9d-62199a346fd3,f9906c19-ce4c-4f37-a9be-2505bcb34483,2024-02-25 14:39:33.853204,2024-03-04 19:16:24.339798,CANCELLED
e9778373-9e4f-4c18-a1aa-9933ac41f79d,06f3a54f-82fe-4861-8bfa-97d99123fd4d,2024-02-01 01:25:08.178962,2024-02-05 16:16:47.630844,CANCELLED
bda18637-2b70-4d0a-a156-587ae4437496,c022216e-f1d0-4c2c-ae7e-1f8ee37a1e7e,2024-01-17 20:52:40.356520,2024-02-21 09:54:20.787535,SHIPPED
e6c99a79-1135-418f-abc9-8f1c22699784,a2a3f342-aaa2-490c-83b7-1894fe77541a,2024-01-07 01:42:15.479311,2024-01-30 03:54:24.809956,CANCELLED
64773b52-86f5-4b7f-b1d3-461c853a02b3,509d082b-0c36-4692-af14-4b8532918347,2024-01-04 07:13:50.838456,,PREPARED
4975047d-66a2-4f6a-bb55-9574b51f8522,2636929a-1347-423b-8579-888e33889128,2024-01-15 22:09:10.303691,,PREPARED
ac594aed-6306-4aad-8ddf-d213970d461e,1236f25e-e65f-4958-973a-2db5ed30d337,2024-01-21 03:46:06.183316,2024-02-14 03:24:33.062123,COMPLETED
651a5b71-5dd2-4321-af24-b8c1fdbd88d1,92141489-3c8c-40d1-9d41-e63b398f4018,2024-01-05 00:23:01.890269,2024-01-28 11:08:04.744420,COMPLETED
a89c8d57-5b2a-4043-a24d-26e93d2a7a80,ccb97cc0-e487-431c-bd46-e0fd2dbad398,2024-01-15 21:19:40.197385,2024-02-21 06:32:14.990108,COMPLETED
5dab65bd-81ba-4b0d-bfc8-8f760cdcd79e,75a45adb-c94f-4faf-916f-22123ec45100,2024-02-09 11:49:51.350970,2024-02-18 20:14:08.221166,COMPLETED
fcf62fb1-20b5-42e1-a9ad-fa8f81d41554,6c48e81c-7085-4ac7-afce-224d4415aae3,2024-03-03 18:29:32.433901,2024-03-04 20:52:46.166605,SHIPPED
143f2b0b-99ea-43a8-9d4c-d88f7b9f9729,a2a3f342-aaa2-490c-83b7-1894fe77541a,2024-02-21 00:05:30.255993,2024-02-22 20:22:52.082101,COMPLETED
f673318b-55d8-4b23-8693-176184cc6cb9,c979a4b9-98e9-4019-abf8-e541468e92ce,2024-02-20 22:22:12.192688,,PREPARED
70bcd733-e220-4897-9e6d-6d3b538f2e7a,f55ed829-61ea-47e2-acc6-78cfe9971d8e,2024-01-18 01:46:57.307180,2024-02-01 09:57:16.323114,COMPLETED
d90c819c-21a9-42f7-96df-0e6db3334aaa,1cc9959f-7e0b-48d5-a11d-5dbec54a2fc1,2024-02-19 16:57:44.101013,2024-02-25 11:37:24.658916,CANCELLED
dd4a2b44-d3ea-4949-b9cc-79f4c417ad88,17639d95-fea0-4606-92e9-558586dcfd8d,2024-02-07 05:21:44.957193,2024-03-03 04:51:00.703157,SHIPPED
8659a982-0f26-4f72-813a-b7c51b099cce,152431d3-eb4c-40ab-855e-18a8531b2f4f,2024-02-27 01:08:17.902452,2024-02-27 11:57:31.139737,CANCELLED
e787af7e-6a09-449d-bb77-795ddfbd6b7c,885052cd-69bf-418d-a9e1-81085d43c436,2024-02-08 16:25:46.779027,2024-02-13 12:12:07.381577,SHIPPED
18a6c05c-8382-491c-b400-de16be6ba28b,8cd4a493-d3a2-487a-9a10-5971f77abb39,2024-01-11 04:30:22.266883,2024-03-02 21:15:42.385135,CANCELLED
ac0da0fc-53eb-401a-a2ea-bd3a41be3ac5,a2a3f342-aaa2-490c-83b7-1894fe77541a,2024-02-16 17:05:19.937754,2024-02-25 01:22:26.103331,COMPLETED
d332bbda-0837-4a98-94fc-8b65d7292758,12b30d8d-40cd-4590-98fa-be74ebe2d0aa,2024-02-27 18:55:33.432783,,PREPARED
f37da5fb-8b0c-4045-8597-aab70119504e,16d501fa-1030-4c8b-a14d-ee54e23375e6,2024-01-04 05:59:14.269607,,RECEIVED
5fc0ef47-4688-4138-9146-9e61952fdb59,772f83ca-eda5-4d44-a4a1-4c99f52c2c44,2024-01-30 23:54:00.667869,2024-03-02 19:26:10.309761,CANCELLED
943fb387-34ae-4f0a-96ac-d5d526357aff,1236f25e-e65f-4958-973a-2db5ed30d337,2024-02-26 07:53:01.893108,,CANCELLED
e623125c-1a2a-47d5-a67d-f9ba20bf2043,43a71752-7112-4fca-b065-fa76a3abec11,2024-02-24 20:38:31.189353,,PREPARED
f5735d0e-455a-484c-b8bd-f3dc95791f1b,42181ed3-6c49-4917-8064-e3fe3c42032c,2024-01-19 23:05:23.416979,,PREPARED
53fab3f2-63d7-4354-8f48-847d8d225718,0b1887b3-666d-4a9a-8fd7-1bc2de790ddf,2024-02-15 08:05:54.090153,,RECEIVED
9986d2f8-b205-4cd2-853b-cd839e085479,2e036dcb-3cf0-4935-bded-bb7fc033a081,2024-01-09 03:21:18.295089,2024-01-13 07:36:52.434449,COMPLETED
06ec0048-4525-4815-baf0-92cd90e5558a,bc80fcb4-57bb-4ace-b2d1-c7fbe37ff42c,2024-03-03 05:25:02.351562,,PREPARED
103cb54e-de3c-4ef5-800a-17be9ca3bcb8,f1206989-3d6d-413f-a4d8-62d18dc7894f,2024-01-21 21:22:56.954363,,CANCELLED
2242457d-44a1-439f-8464-515e8c2c2c68,92141489-3c8c-40d1-9d41-e63b398f4018,2024-01-05 21:30:52.007042,2024-02-06 08:46:37.450733,SHIPPED
58645609-94f8-4937-a6c2-a19c18a2615a,ef05a4ff-46c4-4b99-b824-c90b1dfd8a9c,2024-02-08 04:26:21.089942,,CANCELLED
c6f5717c-1a98-43dd-a3a7-e423fc9a75f9,c4cef7bb-87ac-480f-950b-c5fc2da44461,2024-02-28 11:32:35.026666,2024-03-02 13:09:48.452250,COMPLETED
37243ac0-3cf3-44ab-bd77-2b6d4b81c81c,9598c53c-4280-45a2-8c6c-47c81f002ea6,2024-01-15 20:22:37.940162,,CANCELLED
5d53c5ee-3958-47e6-a226-14548cba52fc,35dc36a4-464f-47d0-ae30-5c56f32b9069,2024-02-17 20:32:51.808032,2024-03-03 04:40:52.200436,SHIPPED
22465d04-498a-425d-a045-64b7624f56d5,b158cc0f-3a41-41f9-8ebd-34161a386524,2024-03-02 22:47:06.544626,,RECEIVED
94dcc332-55ee-4ddc-97bc-9c13f5943648,2636929a-1347-423b-8579-888e33889128,2024-02-06 16:51:51.614173,,CANCELLED
bf1f36ce-e34e-409b-a845-463406147161,f37fa632-f121-474a-a857-46b0628cdde3,2024-01-13 05:44:28.596569,2024-01-19 07:43:03.095627,CANCELLED
3b16989d-d302-4908-aa3e-366e3c35778b,a1bdc31e-d9e8-4952-a107-7efde78eada0,2024-01-13 04:38:06.417258,2024-01-31 08:23:37.111228,COMPLETED
99ea38c7-808e-429d-972c-0ef1caa22113,5cda46e0-1da6-4b98-88c8-d0370a0ed3b4,2024-02-24 07:38:08.843045,2024-03-03 09:16:19.691698,CANCELLED
dc790ad3-4639-41a2-b879-f17446576f88,7437c02f-d86c-4d12-9c28-30a82c401955,2024-02-16 14:24:47.491906,2024-02-29 21:54:44.859243,CANCELLED
6bc88282-89f5-49f3-8748-6c472c645bf7,a2a3f342-aaa2-490c-83b7-1894fe77541a,2024-01-03 21:20:36.242736,,CANCELLED
01360380-1567-4a9f-b21e-613e252adbaa,670d2fcd-2a1e-4f86-9f95-75a6ac633975,2024-01-07 13:49:38.362161,2024-02-15 08:19:53.093368,COMPLETED
6226d395-1873-4def-85bd-4c3875c5b6b1,4910792d-3f9d-4fad-a1ce-b855f4dffb27,2024-01-16 21:46:02.854292,2024-02-06 03:43:11.232005,CANCELLED
5fad0832-4e0b-4740-997d-8ccf92315d8b,d1c3cdfd-64bd-4797-8d61-ce2d33bf4106,2024-02-01 17:58:44.025488,,CANCELLED
9c1550fa-398b-4912-9f69-f27b81055248,25e4126b-9acc-4295-a77b-baad528ad466,2024-02-09 13:09:54.765227,,CANCELLED
9f1242d3-3072-416b-9bdc-d4a5cbdf60ed,c5f35fb5-415b-432b-bc65-cd752327e394,2024-02-28 13:28:04.171441,2024-02-28 13:49:38.895429,CANCELLED
36c44b00-2556-4dff-af82-9047c5f3816d,f9906c19-ce4c-4f37-a9be-2505bcb34483,2024-02-18 12:56:05.001441,,PREPARED
a2cf8170-decb-4c10-bc25-0cba7943cd8c,be6db09b-1f8b-4d87-b956-951641647ee1,2024-02-03 20:48:12.983562,,RECEIVED
4c1bdfc1-0f54-45b5-b540-5454a9927b29,e87f3429-1ccd-4ad8-9420-a84dc70428d2,2024-02-11 13:52:06.850447,2024-03-03 00:16:21.095370,SHIPPED
8ea9d073-0b22-40db-b9c3-ef5307efe40b,c4cef7bb-87ac-480f-950b-c5fc2da44461,2024-02-19 16:07:39.770300,2024-03-01 18:10:39.652172,COMPLETED
5aaa04c8-3917-4d55-8745-5813ecebfff0,509d082b-0c36-4692-af14-4b8532918347,2024-02-03 00:20:37.273591,,RECEIVED
a430d6fc-6133-497e-9fa8-fa54131212f4,d1c3cdfd-64bd-4797-8d61-ce2d33bf4106,2024-02-28 04:46:31.307525,2024-02-29 20:49:05.148098,COMPLETED
2119d7c7-c98e-44e5-b0ec-6b677d3a10dd,2636929a-1347-423b-8579-888e33889128,2024-02-26 15:30:43.660272,2024-03-03 11:39:18.765096,CANCELLED
4c28fc1b-e91f-4004-945e-0cddd4942ffb,a9d13ad6-1c24-45ed-86ec-cbaa8bc20916,2024-01-20 17:07:40.768218,2024-02-10 19:35:11.409070,SHIPPED
d4a78ed0-0ca4-42f1-a668-cff114e6fbad,f37fa632-f121-474a-a857-46b0628cdde3,2024-01-17 23:30:01.135122,2024-01-20 08:41:15.175255,CANCELLED
2b569547-d4a9-41c2-99fb-f2c2628dd7a3,885052cd-69bf-418d-a9e1-81085d43c436,2024-02-25 19:18:09.855295,2024-02-28 13:51:42.957858,SHIPPED
e11696c3-949d-4b1f-897d-418e312946d5,fc3020ce-37b1-4f82-88a2-1d537d2c7042,2024-01-20 05:08:36.491192,2024-02-07 01:21:21.460154,SHIPPED
bbd8490c-2440-451f-aa65-453f29a473b2,ef05a4ff-46c4-4b99-b824-c90b1dfd8a9c,2024-01-19 01:35:32.914950,,PREPARED
ca315751-0064-49a8-aae5-a200c9302233,e90042c5-b72f-48f4-a473-93ffda870733,2024-02-16 23:24:06.729137,2024-02-25 13:07:54.543233,COMPLETED
e1394419-f87b-4c6d-a27b-28fd42341f98,12b30d8d-40cd-4590-98fa-be74ebe2d0aa,2024-02-15 18:09:26.621803,2024-02-29 08:32:27.465686,SHIPPED
df2499dd-2ee7-4996-b9c4-b18e78c107d7,4910792d-3f9d-4fad-a1ce-b855f4dffb27,2024-03-04 04:13:19.814994,2024-03-04 20:47:02.418054,CANCELLED
9eb576a1-4c87-40fb-9390-f6dea72f4dcf,d6cc408e-108d-471b-9f7b-01ef54541db4,2024-02-26 18:01:28.951237,,CANCELLED
a58c4595-35f6-4782-9aea-ae3167cb19b4,a9d30def-432a-4ddc-8e6f-cbf91415e9b6,2024-02-09 16:55:55.284784,,RECEIVED
3b9bcba6-0929-4ab9-9df9-18c473d116d9,08725f39-08d5-464c-97db-a13768578af5,2024-02-22 03:16:51.680244,2024-02-29 16:32:53.683681,CANCELLED
6ceb976e-cb22-4c99-bfba-7324212ecb01,0b1887b3-666d-4a9a-8fd7-1bc2de790ddf,2024-02-04 20:47:14.495511,2024-02-25 23:45:54.357758,COMPLETED
49d5a731-f487-4517-a205-fafa4525fdc2,621317cc-de00-4c19-88d6-173dfe3b9643,2024-01-12 19:51:20.523154,,CANCELLED
f7d49cd0-66ef-47e3-b123-fe2958ee12fe,13b225f9-1683-4608-b07f-e0dfe5bb5bd9,2024-02-28 00:03:44.676536,2024-03-02 09:07:29.695454,COMPLETED
fb38e5f5-6e15-4e84-8ee6-335320e902b8,25e4126b-9acc-4295-a77b-baad528ad466,2024-01-25 22:30:34.274344,2024-02-29 04:00:59.475713,CANCELLED
2edb9493-11a9-4fbe-b5ff-f0929ca0cf4a,9c46c3bc-873c-4e0c-ad0c-e3bcaffef1f6,2024-01-25 16:11:33.160574,,RECEIVED
de249b6c-f0f2-4905-a7f2-b40e239b2f30,3ad9fd77-72b6-4e07-b04c-18928a0f07c6,2024-01-12 20:12:16.287463,2024-01-30 03:06:16.200924,COMPLETED
7fd33e59-4529-40ca-8413-4cca72d97fa4,d1e132f5-0ee9-488e-9eee-3b6f298ac2c5,2024-01-26 21:40:16.547926,2024-02-13 23:22:36.812688,SHIPPED
3e2168a1-90a6-4986-a0cb-6dccc79faa7c,c979a4b9-98e9-4019-abf8-e541468e92ce,2024-02-18 02:32:42.726359,,RECEIVED
a633b377-a877-49f2-98e2-46c2a872b79f,44b0df09-c1f2-4d47-abc4-725728e14850,2024-01-20 04:48:41.821863,2024-02-14 09:22:37.166182,SHIPPED
89bd899c-31e0-498c-b85a-9e76ec881513,f7278d45-d72a-4d7f-be00-c47a91a909aa,2024-02-16 00:08:18.575482,,CANCELLED
286d6048-d091-42fc-9624-5f363ceffcbf,c6745e33-a92a-41d6-9878-28e81624fb5b,2024-02-03 13:43:06.359797,,RECEIVED
df6124a7-a83e-4864-a65e-8f72019a1d2a,3ad9fd77-72b6-4e07-b04c-18928a0f07c6,2024-01-30 18:55:52.262412,2024-02-13 15:31:53.874064,COMPLETED
e23a5cca-e1db-4e85-877f-5acb4cbb8d78,d6cc408e-108d-471b-9f7b-01ef54541db4,2024-02-01 11:36:42.447980,,PREPARED
c960bd3f-e131-4373-a527-b47783742e5e,670d2fcd-2a1e-4f86-9f95-75a6ac633975,2024-01-24 15:28:43.769460,,CANCELLED
4b1afcd5-bc4c-4344-a22e-a388706adb52,24161bf1-ee3c-4159-b728-e060d64c34db,2024-02-06 03:39:19.586666,,RECEIVED
4d9a7fb2-e2f8-461e-84e7-1186687356b9,ed1b9a76-f853-49d9-90cb-53523fef0863,2024-01-21 03:32:46.403002,2024-02-21 16:00:00.234185,SHIPPED
4a3e1857-5ba1-4338-a3e7-587746a04250,bfa17748-c157-442d-954f-4c4a03615831,2024-01-12 04:03:21.579128,,CANCELLED
c12c5cbb-4fad-4dcd-aa42-6b3b73b94897,12b30d8d-40cd-4590-98fa-be74ebe2d0aa,2024-01-31 09:56:26.265149,2024-02-19 09:12:47.157423,CANCELLED
ac07d6bd-faa5-43eb-9dd3-d63a672b6b24,4ed32d1d-a14f-4f34-b365-b00679852243,2024-02-23 10:37:55.523999,,RECEIVED
de56b714-13f7-439c-bf5b-9f5cdb5707f6,0b1887b3-666d-4a9a-8fd7-1bc2de790ddf,2024-02-16 04:14:31.926127,,CANCELLED
983d38aa-9a10-4879-b35c-376251e2b780,24161bf1-ee3c-4159-b728-e060d64c34db,2024-01-19 11:34:04.153234,,PREPARED
19b47778-2b6b-494b-bd2a-063de81909fc,d1c3cdfd-64bd-4797-8d61-ce2d33bf4106,2024-01-29 08:42:16.511406,2024-02-24 23:39:23.604800,CANCELLED
79f7f9a2-9883-419a-bb2e-6d2e76d6bd37,5a6a6ce8-9e2f-4f37-819d-b102bc5fc0d3,2024-02-03 13:14:20.106321,2024-02-18 22:42:12.721583,SHIPPED
6567a37a-cc59-4fec-a4b4-d4183f6d58a7,44b0df09-c1f2-4d47-abc4-725728e14850,2024-02-18 10:52:13.283240,,CANCELLED
3b24644c-cc4d-4909-8271-447886e651ea,0b1887b3-666d-4a9a-8fd7-1bc2de790ddf,2024-01-02 18:52:50.476110,2024-01-16 18:49:43.478745,CANCELLED
194273ae-9298-42cf-a624-7de0abbe3a96,be6db09b-1f8b-4d87-b956-951641647ee1,2024-02-16 17:50:22.273314,,RECEIVED
d527f0d1-340e-441f-823c-ef10b71b3035,57cac606-e6ea-4f43-9925-7514c61e5d0a,2024-02-13 06:03:45.931793,2024-02-16 22:55:57.838545,CANCELLED
c49841f8-47b9-4980-901b-635089a3cff1,0085c5a3-e44b-4074-a3e1-c286475bc634,2024-02-11 18:21:38.554240,,RECEIVED
ca6ead34-627f-4031-92bb-6d029f126f0e,c5f35fb5-415b-432b-bc65-cd752327e394,2024-02-01 03:08:16.279922,,CANCELLED
62b62f57-871c-480e-9aff-ecb558a1e340,9c46c3bc-873c-4e0c-ad0c-e3bcaffef1f6,2024-01-16 01:25:26.102525,2024-01-20 22:26:30.216653,COMPLETED
